Continente;cod continente;País;cod pais;UF;cod uf;Via;cod via;ano;Mês;cod mes;Chegadas
América Central e Caribe;2;Outros países da América Central e Caribe;22;Rio de Janeiro;19;Aérea;1;2024;Maio;5;5
América Central e Caribe;2;Outros países da América Central e Caribe;22;Rio de Janeiro;19;Aérea;1;2024;Maio;5;5
América Central e Caribe;2;Outros países da América Central e Caribe;22;Rio de Janeiro;19;Aérea;1;2024;Maio;5;1
África;1;Outros países da África;11;Rio de Janeiro;19;Aérea;1;2024;Maio;5;1
África;1;Outros países da África;11;Rio de Janeiro;19;Aérea;1;2024;Maio;5;7
África;1;Outros países da África;11;Rio de Janeiro;19;Aérea;1;2024;Maio;5;1
Europa;6;Sérvia;84;Rio de Janeiro;19;Aérea;1;2024;Maio;5;87
Ásia;5;Síria;53;Rio de Janeiro;19;Aérea;1;2024;Maio;5;5
Ásia;5;Outros países da Ásia;56;Rio de Janeiro;19;Aérea;1;2024;Maio;5;2
Europa;6;Suécia;85;Rio de Janeiro;19;Aérea;1;2024;Maio;5;220
Europa;6;Suíça;86;Rio de Janeiro;19;Aérea;1;2024;Maio;5;496
América do Sul;4;Suriname;35;Rio de Janeiro;19;Aérea;1;2024;Maio;5;11
Ásia;5;Tailândia;54;Rio de Janeiro;19;Aérea;1;2024;Maio;5;68
Ásia;5;Taiwan;55;Rio de Janeiro;19;Aérea;1;2024;Maio;5;34
África;1;Outros países da África;11;Rio de Janeiro;19;Aérea;1;2024;Maio;5;3
América Central e Caribe;2;Trinidad e Tobago;21;Rio de Janeiro;19;Aérea;1;2024;Maio;5;25
África;1;Tunísia;10;Rio de Janeiro;19;Aérea;1;2024;Maio;5;50
Europa;6;Turquia;87;Rio de Janeiro;19;Aérea;1;2024;Maio;5;226
Europa;6;Ucrânia;88;Rio de Janeiro;19;Aérea;1;2024;Maio;5;71
América do Sul;4;Uruguai;36;Rio de Janeiro;19;Aérea;1;2024;Maio;5;2192
Europa;6;Outros países da Europa;89;Rio de Janeiro;19;Aérea;1;2024;Maio;5;1
América do Sul;4;Venezuela;37;Rio de Janeiro;19;Aérea;1;2024;Maio;5;64
Ásia;5;Outros países da Ásia;56;Rio de Janeiro;19;Aérea;1;2024;Maio;5;9
África;1;Outros países da África;11;Rio de Janeiro;19;Aérea;1;2024;Maio;5;2
África;1;Outros países da África;11;Rio de Janeiro;19;Aérea;1;2024;Maio;5;2
África;1;África do Sul;1;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;1
Europa;6;Alemanha;57;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;46
África;1;Angola;2;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;1
América do Sul;4;Argentina;26;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;374
Europa;6;Áustria;58;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;1
Europa;6;Bélgica;59;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;1
África;1;Cabo Verde;3;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;2
América do Sul;4;Colômbia;29;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;1
África;1;Outros países da África;11;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;1
Europa;6;Dinamarca;62;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;4
Europa;6;Eslováquia;63;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;1
Europa;6;Espanha;65;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;41
América do Norte;3;Estados Unidos;24;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;16
Europa;6;França;68;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;44
África;1;Gana;5;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;1
África;1;Outros países da África;11;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;1
Europa;6;Holanda;70;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;18
Europa;6;Hungria;71;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;1
Ásia;5;Índia;44;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;1
Europa;6;Irlanda;72;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;1
Ásia;5;Israel;47;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;1
Europa;6;Itália;73;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;79
Ásia;5;Japão;48;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;1
África;1;Outros países da África;11;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;2
América do Norte;3;México;25;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;1
Europa;6;Outros países da Europa;89;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;1
Europa;6;Noruega;77;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;8
Europa;6;Polônia;78;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;4
Europa;6;Portugal;79;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;228
Europa;6;Reino Unido;80;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;19
Ásia;5;República da Coreia;52;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;1
Europa;6;Romênia;82;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;4
África;1;Outros países da África;11;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;4
Europa;6;Suécia;85;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;3
Europa;6;Suíça;86;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;32
Europa;6;Turquia;87;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;1
América do Sul;4;Uruguai;36;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;4
América do Sul;4;Venezuela;37;Rio Grande do Norte;20;Aérea;1;2024;Maio;5;0
América do Sul;4;Argentina;26;Rio Grande do Sul;21;Aérea;1;2024;Maio;5;49
América do Sul;4;Chile;28;Rio Grande do Sul;21;Aérea;1;2024;Maio;5;37
Ásia;5;China;40;Rio Grande do Sul;21;Aérea;1;2024;Maio;5;1
América do Sul;4;Colômbia;29;Rio Grande do Sul;21;Aérea;1;2024;Maio;5;11
América Central e Caribe;2;Costa Rica;12;Rio Grande do Sul;21;Aérea;1;2024;Maio;5;1
Europa;6;Dinamarca;62;Rio Grande do Sul;21;Aérea;1;2024;Maio;5;1
América do Sul;4;Equador;30;Rio Grande do Sul;21;Aérea;1;2024;Maio;5;8
América do Norte;3;Estados Unidos;24;Rio Grande do Sul;21;Aérea;1;2024;Maio;5;19
Europa;6;França;68;Rio Grande do Sul;21;Aérea;1;2024;Maio;5;1
Europa;6;Holanda;70;Rio Grande do Sul;21;Aérea;1;2024;Maio;5;1
Europa;6;Itália;73;Rio Grande do Sul;21;Aérea;1;2024;Maio;5;2
América do Norte;3;México;25;Rio Grande do Sul;21;Aérea;1;2024;Maio;5;3
América Central e Caribe;2;Panamá;19;Rio Grande do Sul;21;Aérea;1;2024;Maio;5;3
América do Sul;4;Peru;34;Rio Grande do Sul;21;Aérea;1;2024;Maio;5;5
Europa;6;Portugal;79;Rio Grande do Sul;21;Aérea;1;2024;Maio;5;1
Europa;6;Reino Unido;80;Rio Grande do Sul;21;Aérea;1;2024;Maio;5;1
América Central e Caribe;2;República Dominicana;20;Rio Grande do Sul;21;Aérea;1;2024;Maio;5;2
Europa;6;Rússia;83;Rio Grande do Sul;21;Aérea;1;2024;Maio;5;1
Europa;6;Sérvia;84;Rio Grande do Sul;21;Aérea;1;2024;Maio;5;1
Europa;6;Suíça;86;Rio Grande do Sul;21;Aérea;1;2024;Maio;5;2
Ásia;5;Taiwan;55;Rio Grande do Sul;21;Aérea;1;2024;Maio;5;1
América do Sul;4;Uruguai;36;Rio Grande do Sul;21;Aérea;1;2024;Maio;5;1
América do Sul;4;Venezuela;37;Rio Grande do Sul;21;Aérea;1;2024;Maio;5;0
América do Sul;4;Uruguai;36;Rio Grande do Sul;21;Aérea;1;2024;Maio;5;1
América do Sul;4;Argentina;26;Roraima;23;Aérea;1;2024;Maio;5;1
América do Sul;4;Venezuela;37;Roraima;23;Aérea;1;2024;Maio;5;3
África;1;África do Sul;1;Santa Catarina;24;Aérea;1;2024;Maio;5;1
Europa;6;Alemanha;57;Santa Catarina;24;Aérea;1;2024;Maio;5;26
América Central e Caribe;2;Outros países da América Central e Caribe;22;Santa Catarina;24;Aérea;1;2024;Maio;5;1
América do Sul;4;Argentina;26;Santa Catarina;24;Aérea;1;2024;Maio;5;2357
Oceania;7;Austrália;90;Santa Catarina;24;Aérea;1;2024;Maio;5;17
Europa;6;Áustria;58;Santa Catarina;24;Aérea;1;2024;Maio;5;1
Europa;6;Bélgica;59;Santa Catarina;24;Aérea;1;2024;Maio;5;5
Europa;6;Outros países da Europa;89;Santa Catarina;24;Aérea;1;2024;Maio;5;1
América do Sul;4;Bolívia;27;Santa Catarina;24;Aérea;1;2024;Maio;5;5
Europa;6;Bulgária;60;Santa Catarina;24;Aérea;1;2024;Maio;5;1
América do Norte;3;Canadá;23;Santa Catarina;24;Aérea;1;2024;Maio;5;10
América do Sul;4;Chile;28;Santa Catarina;24;Aérea;1;2024;Maio;5;6409
Ásia;5;China;40;Santa Catarina;24;Aérea;1;2024;Maio;5;1
Ásia;5;Outros países da Ásia;56;Santa Catarina;24;Aérea;1;2024;Maio;5;1
América do Sul;4;Colômbia;29;Santa Catarina;24;Aérea;1;2024;Maio;5;125
América Central e Caribe;2;Costa Rica;12;Santa Catarina;24;Aérea;1;2024;Maio;5;5
Europa;6;Croácia;61;Santa Catarina;24;Aérea;1;2024;Maio;5;1
América Central e Caribe;2;Cuba;13;Santa Catarina;24;Aérea;1;2024;Maio;5;3
América Central e Caribe;2;El Salvador;14;Santa Catarina;24;Aérea;1;2024;Maio;5;1
Ásia;5;Outros países da Ásia;56;Santa Catarina;24;Aérea;1;2024;Maio;5;1
América do Sul;4;Equador;30;Santa Catarina;24;Aérea;1;2024;Maio;5;24
Europa;6;Espanha;65;Santa Catarina;24;Aérea;1;2024;Maio;5;27
América do Norte;3;Estados Unidos;24;Santa Catarina;24;Aérea;1;2024;Maio;5;117
Europa;6;Finlândia;67;Santa Catarina;24;Aérea;1;2024;Maio;5;1
Europa;6;França;68;Santa Catarina;24;Aérea;1;2024;Maio;5;19
América Central e Caribe;2;Guatemala;15;Santa Catarina;24;Aérea;1;2024;Maio;5;1
América do Sul;4;Guiana;31;Santa Catarina;24;Aérea;1;2024;Maio;5;3
América Central e Caribe;2;Haiti;16;Santa Catarina;24;Aérea;1;2024;Maio;5;2
Europa;6;Holanda;70;Santa Catarina;24;Aérea;1;2024;Maio;5;7
América Central e Caribe;2;Honduras;17;Santa Catarina;24;Aérea;1;2024;Maio;5;2
Ásia;5;Irã;46;Santa Catarina;24;Aérea;1;2024;Maio;5;1
Europa;6;Irlanda;72;Santa Catarina;24;Aérea;1;2024;Maio;5;7
Ásia;5;Israel;47;Santa Catarina;24;Aérea;1;2024;Maio;5;2
Europa;6;Itália;73;Santa Catarina;24;Aérea;1;2024;Maio;5;66
América Central e Caribe;2;Outros países da América Central e Caribe;22;Santa Catarina;24;Aérea;1;2024;Maio;5;1
Ásia;5;Japão;48;Santa Catarina;24;Aérea;1;2024;Maio;5;1
Europa;6;Letônia;74;Santa Catarina;24;Aérea;1;2024;Maio;5;1
Europa;6;Outros países da Europa;89;Santa Catarina;24;Aérea;1;2024;Maio;5;1
Europa;6;Outros países da Europa;89;Santa Catarina;24;Aérea;1;2024;Maio;5;1
América do Norte;3;México;25;Santa Catarina;24;Aérea;1;2024;Maio;5;21
Oceania;7;Nova Zelândia;91;Santa Catarina;24;Aérea;1;2024;Maio;5;2
América do Sul;4;Paraguai;33;Santa Catarina;24;Aérea;1;2024;Maio;5;10
América do Sul;4;Peru;34;Santa Catarina;24;Aérea;1;2024;Maio;5;115
Europa;6;Polônia;78;Santa Catarina;24;Aérea;1;2024;Maio;5;4
Europa;6;Portugal;79;Santa Catarina;24;Aérea;1;2024;Maio;5;12
Europa;6;Reino Unido;80;Santa Catarina;24;Aérea;1;2024;Maio;5;23
Ásia;5;República da Coreia;52;Santa Catarina;24;Aérea;1;2024;Maio;5;1
América Central e Caribe;2;República Dominicana;20;Santa Catarina;24;Aérea;1;2024;Maio;5;1
Europa;6;República Tcheca;81;Santa Catarina;24;Aérea;1;2024;Maio;5;1
Europa;6;Rússia;83;Santa Catarina;24;Aérea;1;2024;Maio;5;25
Europa;6;Suécia;85;Santa Catarina;24;Aérea;1;2024;Maio;5;3
Europa;6;Suíça;86;Santa Catarina;24;Aérea;1;2024;Maio;5;10
Europa;6;Turquia;87;Santa Catarina;24;Aérea;1;2024;Maio;5;4
Europa;6;Ucrânia;88;Santa Catarina;24;Aérea;1;2024;Maio;5;2
América do Sul;4;Uruguai;36;Santa Catarina;24;Aérea;1;2024;Maio;5;27
América do Sul;4;Venezuela;37;Santa Catarina;24;Aérea;1;2024;Maio;5;12
Europa;6;Alemanha;57;São Paulo;25;Aérea;1;2024;Maio;5;21
África;1;Angola;2;São Paulo;25;Aérea;1;2024;Maio;5;1
Ásia;5;Arábia Saudita;38;São Paulo;25;Aérea;1;2024;Maio;5;1
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;4
América do Sul;4;Argentina;26;São Paulo;25;Aérea;1;2024;Maio;5;8
Oceania;7;Austrália;90;São Paulo;25;Aérea;1;2024;Maio;5;3
Europa;6;Outros países da Europa;89;São Paulo;25;Aérea;1;2024;Maio;5;1
Europa;6;Bélgica;59;São Paulo;25;Aérea;1;2024;Maio;5;7
América do Sul;4;Bolívia;27;São Paulo;25;Aérea;1;2024;Maio;5;1
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;1
América do Norte;3;Canadá;23;São Paulo;25;Aérea;1;2024;Maio;5;9
América do Sul;4;Chile;28;São Paulo;25;Aérea;1;2024;Maio;5;3
Ásia;5;China;40;São Paulo;25;Aérea;1;2024;Maio;5;6
América do Sul;4;Colômbia;29;São Paulo;25;Aérea;1;2024;Maio;5;3
Europa;6;Dinamarca;62;São Paulo;25;Aérea;1;2024;Maio;5;1
América Central e Caribe;2;El Salvador;14;São Paulo;25;Aérea;1;2024;Maio;5;2
Europa;6;Espanha;65;São Paulo;25;Aérea;1;2024;Maio;5;37
América do Norte;3;Estados Unidos;24;São Paulo;25;Aérea;1;2024;Maio;5;1220
Europa;6;Finlândia;67;São Paulo;25;Aérea;1;2024;Maio;5;1
Europa;6;França;68;São Paulo;25;Aérea;1;2024;Maio;5;275
Europa;6;Grécia;69;São Paulo;25;Aérea;1;2024;Maio;5;1
América Central e Caribe;2;Guatemala;15;São Paulo;25;Aérea;1;2024;Maio;5;1
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;1
Europa;6;Holanda;70;São Paulo;25;Aérea;1;2024;Maio;5;10
Europa;6;Hungria;71;São Paulo;25;Aérea;1;2024;Maio;5;1
Ásia;5;Índia;44;São Paulo;25;Aérea;1;2024;Maio;5;6
Europa;6;Irlanda;72;São Paulo;25;Aérea;1;2024;Maio;5;6
Ásia;5;Israel;47;São Paulo;25;Aérea;1;2024;Maio;5;2
Europa;6;Itália;73;São Paulo;25;Aérea;1;2024;Maio;5;18
Europa;6;Lituânia;75;São Paulo;25;Aérea;1;2024;Maio;5;2
África;1;Marrocos;6;São Paulo;25;Aérea;1;2024;Maio;5;7
América do Norte;3;México;25;São Paulo;25;Aérea;1;2024;Maio;5;2
Europa;6;Noruega;77;São Paulo;25;Aérea;1;2024;Maio;5;1
Ásia;5;Paquistão;51;São Paulo;25;Aérea;1;2024;Maio;5;2
América do Sul;4;Paraguai;33;São Paulo;25;Aérea;1;2024;Maio;5;6
América do Sul;4;Peru;34;São Paulo;25;Aérea;1;2024;Maio;5;2
Europa;6;Polônia;78;São Paulo;25;Aérea;1;2024;Maio;5;2
Europa;6;Portugal;79;São Paulo;25;Aérea;1;2024;Maio;5;1419
Europa;6;Reino Unido;80;São Paulo;25;Aérea;1;2024;Maio;5;15
América Central e Caribe;2;República Dominicana;20;São Paulo;25;Aérea;1;2024;Maio;5;1
Europa;6;Romênia;82;São Paulo;25;Aérea;1;2024;Maio;5;3
Europa;6;Rússia;83;São Paulo;25;Aérea;1;2024;Maio;5;3
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;1
Europa;6;Sérvia;84;São Paulo;25;Aérea;1;2024;Maio;5;1
Europa;6;Suécia;85;São Paulo;25;Aérea;1;2024;Maio;5;3
Europa;6;Suíça;86;São Paulo;25;Aérea;1;2024;Maio;5;8
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;1
África;1;Tunísia;10;São Paulo;25;Aérea;1;2024;Maio;5;3
Europa;6;Turquia;87;São Paulo;25;Aérea;1;2024;Maio;5;1
Europa;6;Ucrânia;88;São Paulo;25;Aérea;1;2024;Maio;5;3
América do Sul;4;Uruguai;36;São Paulo;25;Aérea;1;2024;Maio;5;146
América do Sul;4;Venezuela;37;São Paulo;25;Aérea;1;2024;Maio;5;0
Ásia;5;Outros países da Ásia;56;São Paulo;25;Aérea;1;2024;Maio;5;12
África;1;África do Sul;1;São Paulo;25;Aérea;1;2024;Maio;5;721
Europa;6;Outros países da Europa;89;São Paulo;25;Aérea;1;2024;Maio;5;15
Europa;6;Alemanha;57;São Paulo;25;Aérea;1;2024;Maio;5;4467
Europa;6;Outros países da Europa;89;São Paulo;25;Aérea;1;2024;Maio;5;2
África;1;Angola;2;São Paulo;25;Aérea;1;2024;Maio;5;988
América Central e Caribe;2;Outros países da América Central e Caribe;22;São Paulo;25;Aérea;1;2024;Maio;5;2
Ásia;5;Arábia Saudita;38;São Paulo;25;Aérea;1;2024;Maio;5;207
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;13
América do Sul;4;Argentina;26;São Paulo;25;Aérea;1;2024;Maio;5;12613
Ásia;5;Outros países da Ásia;56;São Paulo;25;Aérea;1;2024;Maio;5;74
Oceania;7;Austrália;90;São Paulo;25;Aérea;1;2024;Maio;5;1519
Europa;6;Áustria;58;São Paulo;25;Aérea;1;2024;Maio;5;590
Europa;6;Outros países da Europa;89;São Paulo;25;Aérea;1;2024;Maio;5;14
América Central e Caribe;2;Outros países da América Central e Caribe;22;São Paulo;25;Aérea;1;2024;Maio;5;11
Ásia;5;Bangladesh;39;São Paulo;25;Aérea;1;2024;Maio;5;133
América Central e Caribe;2;Outros países da América Central e Caribe;22;São Paulo;25;Aérea;1;2024;Maio;5;7
Ásia;5;Outros países da Ásia;56;São Paulo;25;Aérea;1;2024;Maio;5;5
Europa;6;Bélgica;59;São Paulo;25;Aérea;1;2024;Maio;5;592
América Central e Caribe;2;Outros países da América Central e Caribe;22;São Paulo;25;Aérea;1;2024;Maio;5;18
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;47
Europa;6;Outros países da Europa;89;São Paulo;25;Aérea;1;2024;Maio;5;53
América do Sul;4;Bolívia;27;São Paulo;25;Aérea;1;2024;Maio;5;4687
Europa;6;Outros países da Europa;89;São Paulo;25;Aérea;1;2024;Maio;5;32
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;18
Europa;6;Bulgária;60;São Paulo;25;Aérea;1;2024;Maio;5;114
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;36
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;2
África;1;Cabo Verde;3;São Paulo;25;Aérea;1;2024;Maio;5;16
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;56
Ásia;5;Outros países da Ásia;56;São Paulo;25;Aérea;1;2024;Maio;5;1
América do Norte;3;Canadá;23;São Paulo;25;Aérea;1;2024;Maio;5;4939
Ásia;5;Outros países da Ásia;56;São Paulo;25;Aérea;1;2024;Maio;5;92
Ásia;5;Outros países da Ásia;56;São Paulo;25;Aérea;1;2024;Maio;5;67
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;2
América do Sul;4;Chile;28;São Paulo;25;Aérea;1;2024;Maio;5;10958
Ásia;5;China;40;São Paulo;25;Aérea;1;2024;Maio;5;5578
Ásia;5;China, Hong Kong;41;São Paulo;25;Aérea;1;2024;Maio;5;360
Ásia;5;Outros países da Ásia;56;São Paulo;25;Aérea;1;2024;Maio;5;11
Ásia;5;Outros países da Ásia;56;São Paulo;25;Aérea;1;2024;Maio;5;15
Ásia;5;Cingapura;42;São Paulo;25;Aérea;1;2024;Maio;5;177
América do Sul;4;Colômbia;29;São Paulo;25;Aérea;1;2024;Maio;5;4873
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;98
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;9
América Central e Caribe;2;Costa Rica;12;São Paulo;25;Aérea;1;2024;Maio;5;672
Europa;6;Croácia;61;São Paulo;25;Aérea;1;2024;Maio;5;80
América Central e Caribe;2;Cuba;13;São Paulo;25;Aérea;1;2024;Maio;5;203
Europa;6;Dinamarca;62;São Paulo;25;Aérea;1;2024;Maio;5;303
América Central e Caribe;2;Outros países da América Central e Caribe;22;São Paulo;25;Aérea;1;2024;Maio;5;18
África;1;Egito;4;São Paulo;25;Aérea;1;2024;Maio;5;149
América Central e Caribe;2;El Salvador;14;São Paulo;25;Aérea;1;2024;Maio;5;279
Ásia;5;Outros países da Ásia;56;São Paulo;25;Aérea;1;2024;Maio;5;60
América do Sul;4;Equador;30;São Paulo;25;Aérea;1;2024;Maio;5;1643
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;2
Europa;6;Eslováquia;63;São Paulo;25;Aérea;1;2024;Maio;5;53
Europa;6;Eslovênia;64;São Paulo;25;Aérea;1;2024;Maio;5;29
Europa;6;Espanha;65;São Paulo;25;Aérea;1;2024;Maio;5;3807
América do Norte;3;Estados Unidos;24;São Paulo;25;Aérea;1;2024;Maio;5;28044
Europa;6;Estônia;66;São Paulo;25;Aérea;1;2024;Maio;5;24
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;147
Oceania;7;Outros países da Oceania;92;São Paulo;25;Aérea;1;2024;Maio;5;2
Ásia;5;Filipinas;43;São Paulo;25;Aérea;1;2024;Maio;5;244
Europa;6;Finlândia;67;São Paulo;25;Aérea;1;2024;Maio;5;138
Europa;6;França;68;São Paulo;25;Aérea;1;2024;Maio;5;3454
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;13
África;1;Gana;5;São Paulo;25;Aérea;1;2024;Maio;5;70
Europa;6;Outros países da Europa;89;São Paulo;25;Aérea;1;2024;Maio;5;23
América Central e Caribe;2;Outros países da América Central e Caribe;22;São Paulo;25;Aérea;1;2024;Maio;5;4
Europa;6;Grécia;69;São Paulo;25;Aérea;1;2024;Maio;5;284
América Central e Caribe;2;Guatemala;15;São Paulo;25;Aérea;1;2024;Maio;5;350
América do Sul;4;Guiana;31;São Paulo;25;Aérea;1;2024;Maio;5;4
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;43
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;11
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;12
América Central e Caribe;2;Haiti;16;São Paulo;25;Aérea;1;2024;Maio;5;44
Europa;6;Holanda;70;São Paulo;25;Aérea;1;2024;Maio;5;1434
América Central e Caribe;2;Honduras;17;São Paulo;25;Aérea;1;2024;Maio;5;222
Europa;6;Hungria;71;São Paulo;25;Aérea;1;2024;Maio;5;99
Ásia;5;Outros países da Ásia;56;São Paulo;25;Aérea;1;2024;Maio;5;6
Ásia;5;Índia;44;São Paulo;25;Aérea;1;2024;Maio;5;1144
Ásia;5;Indonésia;45;São Paulo;25;Aérea;1;2024;Maio;5;519
Ásia;5;Irã;46;São Paulo;25;Aérea;1;2024;Maio;5;223
Ásia;5;Outros países da Ásia;56;São Paulo;25;Aérea;1;2024;Maio;5;35
Europa;6;Irlanda;72;São Paulo;25;Aérea;1;2024;Maio;5;1629
Europa;6;Outros países da Europa;89;São Paulo;25;Aérea;1;2024;Maio;5;9
Ásia;5;Israel;47;São Paulo;25;Aérea;1;2024;Maio;5;569
Europa;6;Itália;73;São Paulo;25;Aérea;1;2024;Maio;5;3615
América Central e Caribe;2;Outros países da América Central e Caribe;22;São Paulo;25;Aérea;1;2024;Maio;5;79
Ásia;5;Japão;48;São Paulo;25;Aérea;1;2024;Maio;5;4754
Ásia;5;Outros países da Ásia;56;São Paulo;25;Aérea;1;2024;Maio;5;43
Ásia;5;Outros países da Ásia;56;São Paulo;25;Aérea;1;2024;Maio;5;7
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;1
Europa;6;Letônia;74;São Paulo;25;Aérea;1;2024;Maio;5;52
Ásia;5;Líbano;49;São Paulo;25;Aérea;1;2024;Maio;5;122
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;1
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;6
Europa;6;Outros países da Europa;89;São Paulo;25;Aérea;1;2024;Maio;5;3
Europa;6;Lituânia;75;São Paulo;25;Aérea;1;2024;Maio;5;74
Europa;6;Luxemburgo;76;São Paulo;25;Aérea;1;2024;Maio;5;31
Europa;6;Outros países da Europa;89;São Paulo;25;Aérea;1;2024;Maio;5;9
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;1
Ásia;5;Malásia;50;São Paulo;25;Aérea;1;2024;Maio;5;185
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;4
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;9
Europa;6;Outros países da Europa;89;São Paulo;25;Aérea;1;2024;Maio;5;14
África;1;Marrocos;6;São Paulo;25;Aérea;1;2024;Maio;5;432
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;7
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;7
América do Norte;3;México;25;São Paulo;25;Aérea;1;2024;Maio;5;4804
África;1;Moçambique;7;São Paulo;25;Aérea;1;2024;Maio;5;293
Europa;6;Outros países da Europa;89;São Paulo;25;Aérea;1;2024;Maio;5;8
Ásia;5;Outros países da Ásia;56;São Paulo;25;Aérea;1;2024;Maio;5;12
Europa;6;Outros países da Europa;89;São Paulo;25;Aérea;1;2024;Maio;5;3
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;11
Ásia;5;Outros países da Ásia;56;São Paulo;25;Aérea;1;2024;Maio;5;27
América Central e Caribe;2;Nicarágua;18;São Paulo;25;Aérea;1;2024;Maio;5;105
África;1;Outros países da África;11;São Paulo;25;Aérea;1;2024;Maio;5;5
África;1;Nigéria;8;São Paulo;25;Aérea;1;2024;Maio;5;125
Europa;6;Noruega;77;São Paulo;25;Aérea;1;2024;Maio;5;138
Oceania;7;Nova Zelândia;91;São Paulo;25;Aérea;1;2024;Maio;5;354
Ásia;5;Outros países da Ásia;56;São Paulo;25;Aérea;1;2024;Maio;5;9
Ásia;5;Outros países da Ásia;56;São Paulo;25;Aérea;1;2024;Maio;5;29
América Central e Caribe;2;Panamá;19;São Paulo;25;Aérea;1;2024;Maio;5;497
Ásia;5;Paquistão;51;São Paulo;25;Aérea;1;2024;Maio;5;71
América do Sul;4;Paraguai;33;São Paulo;25;Aérea;1;2024;Maio;5;3556
América do Sul;4;Peru;34;São Paulo;25;Aérea;1;2024;Maio;5;5509
Europa;6;Polônia;78;São Paulo;25;Aérea;1;2024;Maio;5;488
Europa;6;Portugal;79;São Paulo;25;Aérea;1;2024;Maio;5;3453
África;1;Quênia;9;São Paulo;25;Aérea;1;2024;Maio;5;71
